speed	solsol_wf	solta_wf	gasgas_wf	vasvas_wf	hamham_wf	gluglu_wf	tata_wl	hfhf_wl	hamhf_wl	ta_bl	hf_bl	ham_bl	kbodyweight	kp	kd	kref	deltas	sol_activitybasal	ta_activitybasal	gas_activitybasal	vas_activitybasal	ham_activitybasal	glu_activitybasal	hf_activitybasal	stance_end	swing_end	kphiknee	
48.6010631483	0.495718661431	1.92384085143	0.299201742368	0.538483594932	1.80888030185	-0.00925010147886	3.16653511161	0.56112384548	0.839423472892	1.07207684895	1.82724705456	3.00160403664	0.622674027198	0.168578084197	1.09374115886	-0.00369147983673	0.0825206056858	0.0120481547163	0.0381789218091	0.0809445862642	-0.00458254643474	0.0435032036265	0.784264162848	-0.201721562569	0.0649895603821	3.01392144189	0.909720590137	
37.8011349115	1.00655197002	1.88460427999	0.26867584499	0.840442236429	1.74657028193	0.488914401478	2.70069583086	0.684497130504	0.938257223599	1.17760710053	1.93709057278	2.60961874119	0.592440390811	0.179085419418	0.807757954136	0.0150748328382	0.0883005770827	0.003835775782	0.0369972180784	0.0705248190392	0.00875477193099	0.0395762774694	1.45796955513	-0.599366449834	0.587085782389	3.15755565752	1.09561793342	
48.6000818238	0.800035133231	1.70272582274	0.265540716857	0.680399724684	1.54705610317	0.292085286958	2.32984815816	0.508905330965	1.03305715158	1.29613477692	1.76168472934	2.42450123369	0.640356051549	0.214544728286	1.06311908172	0.00853600803348	0.0937150611042	0.00824638634593	0.0411213165764	0.0834586727727	0.0137416040083	0.0348416837112	0.556689423726	-0.0880434440922	0.523910971175	3.15184390121	0.909843069463	
37.8009492249	0.564212969014	1.62725561983	0.341648520931	0.832668569907	1.40563760441	0.751166942427	3.61867012335	0.606298421451	0.782013098138	1.26342921581	1.88016236298	2.4503588207	0.591786784256	0.260389649331	0.83824869516	0.0190458640898	0.0915143979133	0.0250743124633	0.049867200823	0.079529401323	0.00907014899804	0.0115211017818	1.25286293849	-1.7230763391	1.56244956018	2.25394143015	1.03449082319	
32.4004924163	0.654105658735	1.77262146212	0.163606015196	0.747163319062	1.84957323643	0.414489970821	3.27028545103	0.743270437217	0.816803446179	1.23452362943	2.04814341101	2.59741956481	0.538844111186	0.228666415413	0.920340154743	0.0226350883154	0.0787947269351	0.0159266433281	0.0506894991354	0.0766589202985	0.00634272115782	0.0347376736851	1.70734033132	-0.95401787682	0.210007422305	2.9255420568	0.626842369802	
43.2007841316	0.888254916975	1.85514194971	0.330274269098	0.747184579804	1.99821518624	0.570620841951	2.16952091852	0.641818699464	0.8901532039	0.990772951903	1.55707471106	2.37922543501	0.656596573857	0.203017327087	1.08002516347	-0.00189383832194	0.0802853278681	0.00482479950052	0.0248858231662	0.0525180560605	0.00850292499208	0.0259948483062	1.15498383161	-0.132147126651	1.30119200496	2.29078968091	0.482288483776	
43.2002640489	0.377473032925	1.87345721185	0.512226025692	0.759268441707	1.28739780852	0.716433210305	3.11878171888	0.475531420077	0.742453992486	1.29246903309	1.82240717946	2.23553713919	0.563990520644	0.285259059608	1.18504859579	0.00104271187429	0.071907058181	-0.0162092772229	0.0569676411489	0.0617718768461	0.00352078810822	0.0195669940212	0.756859228223	-0.892812293363	0.9067133907	2.75001334794	0.83182490726	
21.600399663	0.80999800748	1.81562621999	0.0813703441049	0.665772686958	1.60649315974	0.391012455182	3.32858377784	0.704438658	0.888572295128	1.21440810433	1.98972827457	2.52728196696	0.559859982651	0.251276058799	1.04417136188	0.026003312926	0.0781790038447	0.0199237655496	0.0396350040956	0.0554025330755	0.00795822889156	0.00511730451887	1.0959250472	-0.731756426635	1.23000220666	3.07952884058	0.260976525818	
48.60017456	0.816833119604	1.74629662361	0.324107238717	0.73041453336	2.0712676529	0.510981035525	3.08950404644	0.555047533247	0.865507331052	1.37043510854	2.04302593084	1.78290298684	0.643562102075	0.256755523373	1.13400548983	0.0149364360572	0.0961843743215	-0.00666893204454	0.0486621301802	0.0877596083309	0.00869961644978	0.0175631798142	1.32505587666	-0.172038658486	0.577903015512	3.15647516459	1.32375593234	
27.0001899586	0.798528355192	1.87571634655	0.231145231196	0.81895414275	1.43606668733	0.725690412312	2.79501585212	0.662645270744	1.03524218504	1.35139913193	1.62497306713	2.57771395948	0.558953029156	0.186141877642	1.15609197684	0.0338208526703	0.0712746997994	0.0247147127194	0.0398192690331	0.0502709924556	0.00483192133677	0.0249901337321	1.0133225883	-0.919098075611	0.312132959756	2.82819935938	0.404134042014	
