speed	solsol_wf	solta_wf	gasgas_wf	vasvas_wf	hamham_wf	gluglu_wf	tata_wl	hfhf_wl	hamhf_wl	ta_bl	hf_bl	ham_bl	kbodyweight	kp	kd	kref	deltas	sol_activitybasal	ta_activitybasal	gas_activitybasal	vas_activitybasal	ham_activitybasal	glu_activitybasal	hf_activitybasal	stance_end	swing_end	kphiknee	
21.600722777	0.906067853883	1.4969653237	0.314285201519	0.921763352559	1.95619732902	0.379605525452	2.54919939626	0.595871730895	0.685612118472	1.03315938976	1.74584588702	2.91809792343	0.712691893352	0.2961265758	1.20291982982	0.0549039915064	0.109428111195	0.0377834028891	0.0581568863114	0.05453204409	-0.00867201653423	-0.00956120244398	2.15060400955	-2.17826198117	0.000612775158362	2.911563036	0.431602737902	
21.600528639	0.90111963895	1.80696740681	0.162089130728	0.561254990456	1.79763625744	0.48780639262	3.54801699706	0.603531678969	0.767795481722	1.15889721209	1.99224349832	2.54293619611	0.45434170526	0.301634441386	0.738569547542	0.0345123849295	0.0707184570384	0.0320033249461	0.0473803190129	0.0497447160844	0.0316463942156	0.022943374102	0.436815068245	-1.32562360098	0.663019274184	2.93973878291	0.893698895108	
43.2000773444	0.379025587583	1.97953248383	0.35182581607	0.763385037088	0.963300969689	0.20878162095	2.47932972563	0.485185165468	0.721332219228	1.2240587527	1.77329862845	2.41895877996	0.565293655096	0.25268201227	1.37732513201	0.00335426308333	0.082661997087	0.0144279244831	0.0398214533373	0.0609022862244	0.0063598432775	0.0259454263444	0.788257848954	-0.820370670844	0.284485540445	2.92199397942	0.721371694551	
43.2001576593	0.800061158373	1.79227668588	0.311576505138	0.579660329759	2.15748131801	0.863489794812	2.25897615033	0.604595260407	0.888836411826	0.899720074508	1.57856596574	2.38934186254	0.697903169422	0.328671670996	1.186586669	0.00320081359379	0.0528126672819	0.0111948783723	0.0262666446031	0.0572567016408	0.013525782462	0.00442747897409	1.84068380512	-0.0591080657391	0.284924285495	3.27435882099	1.0644468851	
37.8014496248	0.636322928888	1.5103171182	0.431802449584	0.532344096032	1.71616869625	0.431544186335	2.84601129892	0.828327319683	0.779460027737	1.25778177706	1.57209815256	2.53849118955	0.503057340215	0.238848830177	0.928856755307	0.000716196964684	0.0687927070179	0.00170208422695	0.0493026262408	0.0703367227627	0.0207042734384	0.0522866867855	1.76506905854	-1.07720759883	0.254132662644	3.08133678488	0.362087766948	
21.6000464401	0.657699936942	1.92963786723	-0.131185133152	0.581620406158	1.73554069952	0.565943238121	2.7119078524	0.698640133979	0.786090806122	1.15320221035	2.01689487077	2.57869578963	0.325148893559	0.0823586837771	1.02263691182	0.0429558445571	0.0617896437079	0.0424462442862	0.0272183068	0.0534198526716	0.00872482607432	0.00707113425657	1.31492585934	-0.566814132534	0.616845759944	2.99384354614	0.438173811357	
32.4000866164	0.620102817487	1.72671913037	0.246456831447	0.624000844789	1.43959359809	0.754930373718	3.05180401415	0.626971121282	0.797812914939	1.06824345461	1.95588053446	2.74332505635	0.502521502168	0.253971802154	1.23046980376	0.00371193785977	0.0749690970118	0.0311728162623	0.0579333866986	0.0657571646438	0.0113273819925	0.028961708079	0.92367341294	-1.25117738457	0.282914965244	2.11564097607	0.60330610374	
48.601466261	0.626299713246	1.80355910228	0.474966471866	0.485378521696	1.30018413584	0.197810595446	2.61886809662	0.809884568231	0.705785182202	1.38867185918	2.63039786171	2.62212525205	0.49645689205	0.360906651591	1.38685954461	-0.00205070514086	0.0430525063838	0.0173308092428	0.0602504557573	0.0842744079142	0.0216882740761	0.0513933637473	1.32923272804	-1.37769267419	0.419510163982	3.11448379797	0.82369665309	
32.4002440183	1.04407281071	1.76111954348	0.240633221324	0.652077487813	1.67195916925	0.353895254194	1.9339144159	0.743548116223	0.77500093497	1.20197847236	1.56498873687	2.58203089439	0.554417952251	0.194069010028	0.996472646847	0.0234597615882	0.101117051609	0.000326164518166	0.0396874513757	0.0686730648869	-0.00179841366218	0.00233569990296	1.73735968843	-1.15868052864	1.05173076933	2.86227351873	0.447261044747	
27.0008721575	0.904021021598	1.78739984851	0.0973509100048	0.784459121669	0.954139625964	0.479718541966	3.14808971664	0.747634368297	0.769683319087	1.25610150382	2.00430350922	2.32138566507	0.54521938283	0.196133129652	1.05582266007	0.0180738815378	0.0712458533125	0.0150340741433	0.0591190989076	0.0782535629995	0.00408336218779	0.0177586998526	2.06622826462	-0.673673289251	0.984542558721	3.03607438288	0.336308377978	
43.2006829838	0.789678309184	1.52177377083	0.272048768393	0.884228986101	1.39453387606	0.278465098202	3.28742654748	0.59371357644	0.796031355197	1.12824384228	2.15307027464	2.0456167124	0.537825716879	0.179110296196	1.16014477137	-0.000477767625064	0.101130011549	0.00993046200618	0.0430935002251	0.0826547002918	0.00312539474806	0.0521086606358	0.673822288973	-0.391499369576	0.855029645586	2.99643734902	0.576713443042	
21.6006069029	0.907130900169	1.90631819525	0.327663848156	0.779958827486	1.66270038166	0.276243023459	4.0310926969	0.731232432611	0.969926612927	1.18155190992	2.00250082548	2.26005979746	0.511761635707	0.272742952284	0.958313688632	0.0264004957508	0.103376676012	0.0272807757949	0.0426534355732	0.0427613840062	-0.000809163529366	0.0314666360426	0.833992512355	0.338057831487	0.902551764793	3.09649119292	-0.073860834103	
48.6001464565	0.987902249376	1.82022347799	0.265338659686	0.649598180947	1.58477339367	0.250485947646	2.87639961231	0.511793430804	0.744345744052	1.23675931397	1.96674245881	2.84873212799	0.666141275931	0.214726405988	0.912213087844	0.0139625127752	0.091883735299	0.00600842868514	0.0370040508392	0.0734263043804	0.0081028963002	0.0175997257887	0.838701456277	-0.630104666006	1.00144040124	3.11164586913	0.774349434187	
37.8003042657	0.801801976645	1.67191409171	0.15129023026	0.575115845516	1.7157418119	0.614897258425	2.72808973952	0.513237966899	0.794203945341	0.981578484359	2.10568471736	2.46998810717	0.479154303831	0.236978075222	0.894135802955	0.00676740290385	0.0830742063795	0.0188217665012	0.0355063701471	0.0724420868989	0.00891241625506	0.0038991243479	0.589218215279	-1.1633493908	0.511632881186	3.04836592668	0.581009331849	
27.0002777991	0.953322470561	1.65280930155	0.140664577218	0.703575529869	1.55347353545	0.49868019147	3.10820031314	0.733906696056	0.782665448773	1.2177891849	1.77794518794	2.52991078763	0.386502216139	0.286211811594	0.872110305775	0.0311979214953	0.110639142059	0.00859280651997	0.0445407039991	0.065758965451	0.00737772103297	0.0229830296223	1.45783436026	-0.680936585229	0.656522370382	2.99126290954	0.398995056444	
32.4003318013	0.765159499983	1.93306319857	0.21953123912	0.772467111066	1.49804708058	0.34565942072	3.12960630076	0.667747932764	0.750489841215	1.25015823216	1.65800507909	2.89020316127	0.671458223988	0.196052118106	1.27317595097	0.012109299581	0.0694264530244	0.00818585877716	0.0883131282676	0.075907317044	0.00413771360022	0.026903096694	1.37308503687	-0.415737924197	1.10684456351	2.450983124	0.403809849364	
27.0005933716	0.82209411989	1.70789349806	0.288590182775	0.549830149008	2.11485458592	0.49982387645	2.73889675485	0.765986633898	0.743490869626	1.21426973104	1.61929316496	2.35633279478	0.603267420558	0.22195060865	1.05004733106	0.0230621979177	0.0928374607271	0.0172565095045	0.0613716591711	0.0587157423884	0.00795408339566	-0.0204501318137	0.667414549845	-0.639248530412	0.462116641912	2.94631597795	0.0866710938375	
37.8009242227	0.755167539638	1.87098763015	0.163788952532	0.597718241387	1.73009119761	0.468108975553	3.72104163391	0.620004331925	0.679117789836	1.11853309953	1.7030362974	2.53017524494	0.594054124605	0.168240280054	1.14984050501	-0.00403531975107	0.0534268479662	-0.00613854724895	0.0498569517321	0.0830978479372	0.0117777753957	0.0230271491514	1.84496191126	-1.3465086087	0.966336233055	2.92622292114	0.450421460513	
32.4011094672	0.408676274661	1.87666847602	0.129759680296	0.491799534066	1.94535957323	0.673350595781	3.72667797211	0.736147050565	0.711307994041	1.26791908468	1.87217576237	2.44522030208	0.455706863954	0.310966457902	0.872781335729	0.0131994009434	0.102595835468	0.023579780976	0.0554059764487	0.100268008596	0.0172493723012	0.0480769937647	1.2792020455	-0.724037801049	0.208979584665	2.54864776433	0.647228864963	
27.000385405	0.994525052809	1.6370448309	0.0713850873484	0.635738234367	2.00513859658	0.635337515924	3.28952535901	0.826682998831	0.790887932154	1.05369021493	1.77627242568	2.51786608271	0.561094947646	0.191133735963	0.997179648415	0.0168999994685	0.0980814034964	0.00869240182772	0.0537269434331	0.0602196825618	0.00374095249253	0.033105187152	0.580875456958	-0.549504582307	0.475852148358	2.79614182161	0.0576483465962	
