speed	solsol_wf	solta_wf	gasgas_wf	vasvas_wf	hamham_wf	gluglu_wf	tata_wl	hfhf_wl	hamhf_wl	ta_bl	hf_bl	ham_bl	kbodyweight	kp	kd	kref	deltas	sol_activitybasal	ta_activitybasal	gas_activitybasal	vas_activitybasal	ham_activitybasal	glu_activitybasal	hf_activitybasal	stance_end	swing_end	kphiknee	kphiknee_off	klean	
1.73264391944	2.75978131435	0.0762980104912	0.747779386076	1.86066352992	0.252537509725	0.677857596185	1.31061714162	0.351268535439	2.28948258604	0.477286221989	0.983307150636	1.13954851466	1.76040575497	2.33553991675	0.597359833289	0.279468648032	1.18763532838	-0.00422669904492	0.0328725963243	0.00752373305003	0.0372175130665	0.0815988909544	0.0108537831651	0.0264295076369	0.0500629420777	-0.821994835014	0.517690737118	3.25203779931	0.640348715345	
0.841470560048	1.02088233923	0.16166373551	0.928499262655	1.86935748552	0.145405622951	0.739983412511	1.63860677394	0.787867852901	2.54960900577	0.834654502834	0.711018496544	1.19657195584	1.66759122707	2.30704107438	0.492747966005	0.284865734699	0.789675272972	0.0304780122248	0.0782004906232	0.00895394241184	0.0474786633632	0.082278079622	0.00423335700797	0.018561617014	1.27023995499	-1.15437531145	-0.292687346851	2.93273308994	1.13517560756	
1.39194950516	1.58439938075	0.34915835487	0.583221085017	1.78112238673	0.229520317815	0.640893473178	1.24868647417	0.439367294072	2.42572630605	0.705974436894	0.83734445304	1.09338677438	1.27531596889	2.67822857323	0.604340853485	0.334750295922	0.803209190782	0.0159586282384	0.0845970817217	0.0256219680824	0.0313756891152	0.0743951422562	0.0126133480851	0.0166159029665	1.37232109364	-0.58035188101	0.795968145219	3.0998214831	0.656784748306	
0.821897832967	1.17486031606	0.379024366772	0.838751160374	2.10529784646	0.121041536232	0.829583483347	1.47067603632	0.823237757305	2.52887319027	0.956732727909	0.771487515983	1.23909463591	1.49065728629	2.46686869972	0.560687944456	0.203184896038	0.926710450215	0.0233686397055	0.104873203481	0.0346757363914	0.0435717013723	0.0629420576659	-0.0201826022356	0.0312148000517	1.60260279483	-0.398367029535	1.10740061432	3.0861177501	1.17596085167	
1.35552594481	2.10050357535	-0.0927739732818	0.908017126242	1.70980295604	0.387875859155	0.847756473812	2.12229162969	0.308342319315	2.80726513955	0.760440203863	0.791177294333	1.3852697362	1.94255075727	2.40647971034	0.669207863075	0.192431883307	1.21606612985	-0.0120158067619	0.0940602631832	0.00492222054994	0.0362228512289	0.0545757768486	0.00380526310079	0.010559787051	1.97416952454	-0.86957573524	0.0627416946683	2.80051249216	0.908168241903	
1.04908824237	1.89898386603	0.218431816131	0.917609283084	1.80187784818	0.177661398123	0.680583475219	1.43682236816	0.419833685975	3.24052283201	0.739514438307	0.808927553446	1.16533783049	1.35603114711	2.56048410603	0.584738544783	0.217146015882	1.05592729492	0.00839173755918	0.0943497011585	0.0217407159069	0.0464151940729	0.0549120327375	0.00974599868526	0.0237548842241	1.66889502579	-1.61918961767	0.582547155078	3.0685403577	0.235370873344	
1.38342957516	1.78306724306	0.592514411351	0.957795861502	1.721173986	0.444260961619	0.56733100697	1.63519669949	0.595028102455	2.67618124212	0.783145823067	0.795673476003	1.18020572208	1.75871961742	2.32912914177	0.669697856801	0.268932449294	0.968916684785	0.00881275880578	0.1020662239	0.00469208964893	0.0516325847314	0.0690847725193	0.0115595425044	0.0200702369992	0.726492503572	-0.716685472406	0.0861862627366	3.09418917222	0.920773986623	
1.14365391531	1.66053427927	0.44270277218	0.594629214855	1.3235379568	0.415303261567	0.809478289029	1.33862776634	0.190767058353	2.58366541785	0.690957312591	0.787409622688	1.20041147205	1.40129131736	2.03216352726	0.51296704578	0.246632640712	1.0927093406	0.0186256780378	0.07706383793	0.0116590321555	0.0527726679185	0.0561637422966	0.00306789078937	0.0242000186429	0.813784093512	-1.30246825969	1.01091672862	2.63079794448	0.768665923064	
1.20053407391	2.07992304043	0.138732120591	0.709760150708	1.56354514605	0.0288496506013	0.783627144584	1.03374412404	0.246828889428	2.51346230027	0.471385991263	0.677528492149	1.35861906354	1.88184885191	2.13783229169	0.587963742787	0.242030787485	1.04850770233	0.00392028949976	0.0829636507282	0.0321255256745	0.0550980022248	0.0885689776858	-0.000163985728274	0.0217087886287	0.500793200594	0.063857051208	1.38320319016	2.93430444812	0.547963088201	
1.7305743278	2.08591055055	0.138875436566	0.984381313498	1.80520448567	0.232278463813	0.698286828845	1.40513105054	0.491203178313	3.41923436091	0.429995585672	0.825507282497	1.08450800785	1.86206060134	2.47972807987	0.612655619155	0.188537856284	0.951950826022	0.0147901557911	0.079654389216	0.00135169688673	0.0421986994257	0.0828369007571	0.0099542389624	0.0330536439576	1.03302048142	-1.18210846633	0.535955583862	2.83297627642	0.653495116804	
