speed	solsol_wf	solta_wf	gasgas_wf	vasvas_wf	hamham_wf	gluglu_wf	tata_wl_sw	tata_wl_st	hfhf_wl	hamhf_wl	ta_bl_sw	ta_bl_st	hf_bl	ham_bl	kbodyweight	kp	kd	kref	hipkp_hf	hipkd_hf	hipkp_glu	hipkd_glu	kref_hip	kneekp_vas	kneekd_vas	kref_knee	deltas_vas	deltas_glu	deltas_hf	sol_stance_activitybasal	sol_swing_activitybasal	ta_stance_activitybasal	ta_swing_activitybasal	gas_stance_activitybasal	gas_swing_activitybasal	vas_stance_activitybasal	vas_swing_activitybasal	ham_stance_activitybasal	ham_swing_activitybasal	glu_stance_activitybasal	glu_swing_activitybasal	hf_stance_activitybasal	hf_swing_activitybasal	stance_end	swing_end	kphiknee	kphiknee_off	klean	
1.73317214143	1.68918602504	0.443054109413	0.852876301054	1.80237802195	0.461225848081	0.319505051006	1.89470866122	1.31695859715	0.520880584889	0.189314083635	0.0236911555677	0.899966989403	0.597715393266	0.4	0.84983517579	2.16456651328	0.913698196809	0.201815010104	0.598033334128	0.158581713553	1.51351775829	0.29494808181	-0.0245342066138	1.61002790464	0.339662375582	0.530242052412	0.642530022649	0.791262785945	0.344807517159	0.0126257812153	0.0124207459449	0.0382198362018	0.01	0.0525937640444	0.0601984760737	0.15	0.0503109284375	0.0584998927664	0.0598040593757	0.01	0.0508026148611	0.106059834491	0.0226742467866	2.81935083798	-1.69162227624	1.79275820406	2.45953450288	0.771657464088	
1.39081566454	2.41967562145	0.23838754569	0.89963200313	1.7747859287	0.598518534089	0.486778852331	1.0	2.58062776116	0.724630775798	2.42309962038	0.256426123455	0.245437850466	0.399413015672	0.56832100832	0.8	2.03995109033	0.427274907332	0.297167313409	1.87559620468	0.403890990239	1.21429443632	0.883334495608	-0.3047303629	1.3457957458	0.651360321946	0.130512675397	0.99105754196	0.960570205945	0.115313535614	0.0674870708663	0.0209912025376	0.0201557495224	0.0564569873942	0.0904655629937	0.07229900504	0.128101428206	0.0357619564267	0.0103784396954	0.0746562432133	0.0123676783729	0.0559654408781	0.136005808235	0.037361724498	0.272657556084	-0.202734111515	0.68173348667	1.51036211115	1.10071094024	
1.42767149641	2.36035202842	0.158627534674	1.016218056	1.27451697469	0.266355658766	0.746292761259	1.19490126291	1.17202278749	1.09273486036	1.34137887234	0.236818337115	0.895159734497	0.2	0.707191628367	0.992563609348	1.68804784879	0.385472151595	0.266037046289	0.760346745396	0.551506391781	0.0	0.576733913877	-0.561647063571	0.877508403051	0.709587951957	0.429082307785	0.0	0.170921553459	0.976341226301	0.096702904926	0.0410481983657	0.0961424312207	0.057613246448	0.030876479978	0.01	0.113927155194	0.0727019848101	0.0440206407783	0.1	0.025964277837	0.0463578518369	0.0179805686099	0.036651946096	1.60132349931	-0.91225087235	2.25443602273	2.10615503943	0.215512368055	
1.33191246025	1.79767736201	0.562967337223	1.12412222911	1.35833459871	0.46730885157	0.458790884576	2.36945275911	2.62566618064	0.451753575669	1.71553282268	0.630193360984	1.19209843099	0.393453860767	0.492996451737	1.024083768	2.45169345542	0.526662243322	0.110946571437	0.734077439067	0.140780158525	1.44808320585	0.0867380033747	-1.26888322737	1.19913812562	0.712759970833	0.251192817905	0.624343938264	0.558456123431	0.505997313848	0.0234732931857	0.0129553009067	0.0536572441593	0.0916851252879	0.0349477777333	0.0138799945352	0.136260640462	0.0868619699182	0.0392961779113	0.01	0.0146471688953	0.1	0.111760797755	0.0759193823668	2.51979431517	-0.240212099643	0.293422454285	0.830744033456	0.738231588907	
1.2132274022	2.36701925711	0.581650075621	0.421322824724	1.32925865903	0.296030206632	0.21604813053	2.89283711839	1.72081732368	1.49771114588	0.369893683667	0.964402628718	1.07971967111	0.653136043853	1.00159534137	0.87129010688	1.87309065252	0.174060669655	0.119130384207	1.15881356199	0.767960691101	0.600751754214	0.413066713112	-0.680970745972	0.333550303026	0.145302793979	0.382969869749	0.0503160826257	0.529264958612	0.724789066848	0.0813475294547	0.061511624741	0.0274149672825	0.0529583557173	0.0427099254185	0.0233175385302	0.121507603805	0.0222418756321	0.0680016801589	0.0699650569272	0.0560731321045	0.017588696378	0.10824640163	0.0916703571724	1.97537174327	-1.00017979333	1.50875285715	2.30441905472	1.1896737475	
1.53199939191	1.65579347178	0.4833712496	1.22331804428	1.56595596441	0.425008278918	0.234402119365	1.34304899354	1.406540568	0.3577149686	3.0	0.00302742866909	0.939908790734	0.593156489314	0.616404298452	0.8	2.03089912131	0.619394303608	0.110025042794	0.888174244192	0.643986191953	0.748163538054	0.295246300828	-3.11856243318	1.540409436	0.746715112019	1.09044293685	0.151053817383	0.221298752844	0.427246258225	0.0352864140479	0.0139020864119	0.0777484175366	0.1	0.0405231958826	0.0579525192933	0.135006286579	0.0442952022699	0.0369017536776	0.018103704734	0.0394578100195	0.0741447425327	0.112926083869	0.0663870036347	2.0319681899	-2.16514626014	0.893924983455	2.18103422669	0.488089056179	
0.771101834176	0.958255795006	0.857536394026	0.998262056301	0.887164092758	0.299318084349	0.327248979112	2.82175547183	2.73817612424	0.405860603163	2.07783899817	0.663774469765	1.20823129637	0.30312268151	0.4	1.13516565811	1.55348146163	0.386170905816	0.158754615241	0.604180078557	0.815826146323	1.48063713702	0.650701549124	-1.59830354917	1.5045133369	0.647628740574	0.954077460675	0.612317965735	0.285479474661	0.203819729171	0.0250579431176	0.0207219693949	0.0585049501157	0.0840027521577	0.01	0.0139259313871	0.136341020149	0.0157153393093	0.0147767886273	0.01	0.0561336843849	0.0507042795392	0.134804743149	0.0602957899468	3.0	-2.48361127313	0.163112105931	1.76747323164	1.48262729396	
0.534353772206	1.08850231162	0.122572598591	0.350402482716	1.70843984464	0.390768403148	0.2	1.48654503197	1.10824308718	0.547703483938	1.19329999065	0.404480358451	0.428927808401	0.716194710033	0.83818901874	1.24317144484	2.0387508513	0.355756934666	0.0	1.16496472445	0.878345540798	1.10159390143	0.115031231308	-2.94221163648	1.84857961549	0.0316789606357	0.43595261471	0.56448200168	0.466388909896	0.152086377333	0.0175841008146	0.0246328948223	0.04500099567	0.0316667963733	0.0472209109232	0.0101883039882	0.074535817523	0.0389056404106	0.0184583932009	0.0208234293356	0.0696352537887	0.0822158126248	0.119827302393	0.0102423793336	2.37428474629	-1.36955068944	2.30260945106	3.00606757817	0.323866007372	
1.07201881464	1.49056012269	0.203806868822	0.50376229934	2.21866575342	0.219911166866	0.452444256271	1.93972610352	2.28442135201	0.418256824587	2.05889394324	0.111967572598	0.127407317191	0.755738609331	0.89977090375	0.822387330852	1.51557188519	0.63113056662	0.0	1.54524644757	0.823577071981	0.473204730467	0.355067656058	-0.37103397203	0.830614899427	0.0929227936552	0.00826553827401	0.821574602769	0.471416689785	0.989141390072	0.1	0.0798325999667	0.0869249989244	0.0315814951859	0.0126188327261	0.0791153052124	0.15	0.0568274807101	0.080628677686	0.0122495520546	0.0260290969785	0.0230927535391	0.100836388164	0.0227844212643	0.0737321711978	-0.293686045168	0.139885905894	3.08641837852	1.32254953462	
1.4979231516	2.36141626917	0.294114579395	0.3	1.31005645232	0.305972372986	0.307668911661	1.00968167867	1.41695479647	1.15570796374	2.81293850501	0.0	0.0	0.213179940438	0.825059252007	1.08354002585	2.36255810041	1.92442979689	0.281660649434	0.422973298548	0.527652296887	0.797612375048	0.782218583846	-2.82749923271	0.0	0.809306549924	0.642363792691	0.0622968718527	0.369637921593	0.989570180133	0.0242838399006	0.0160997921102	0.0195397614328	0.0469555926459	0.0515279976875	0.0638453590604	0.0793587626658	0.0993545216573	0.0554200897134	0.081110906767	0.0296627939706	0.012698662808	0.0962605153901	0.0585333533854	1.54500338556	-0.846780199879	2.18267881946	1.42735749429	1.93768787213	
1.4368970268	0.946105651978	0.139211783267	1.35134229544	1.6467972932	0.422853334066	0.307578586402	1.00791600573	1.01378054741	0.779375269759	0.104285630824	0.658425830069	1.25573781114	0.554512580589	0.754499524542	0.811337327371	1.68891059393	0.156575320678	0.3	0.860188893069	0.0346683618688	0.221378068541	0.258591915374	-0.0057248319866	1.71124167082	0.956422833933	0.0202489196285	0.0	0.676930555867	0.913034073505	0.093858535514	0.01	0.0338188171185	0.0271984188601	0.1	0.0930901205852	0.0977555839183	0.0625440497479	0.0270666476911	0.0466744463452	0.0447936331785	0.0108811718984	0.133677469536	0.034321476644	0.925862206255	-0.0867022356064	0.329018662518	1.6273505159	1.56277908905	
